/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0497136.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0497136_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0498136.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0498136_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0499137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0499137_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0500137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0500137_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0501137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0501137_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0502137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0502137_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0503137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0503137_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0504137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0504137_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0505137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0505137_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0506137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0506137_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0507137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0507137_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0508137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0508137_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0509137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0509137_mask.png
/data/flahartyka/finetune-SAM/datasets/cervical-dataset/images/0510137.png,/data/flahartyka/finetune-SAM/datasets/cervical-dataset/masks/0510137_mask.png
